"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Encoded_Education","Encoded_Marital_Status","Encoded_Dt_Customer","Response"
"1969","Graduation","Married",70420.5960417429,"0","0","40",840.56117179594,95.4180774204433,643.455720176687,123.82485645311,87.0338951633312,40.819207259221,"0","6","8","5","9",3,3.8003766129259,15684.3992467741,"1"
"1961","Master","Widow",50302.1118525274,"0","1","3",180.921689470997,2.14782558660954,32.626081452705,2.0086947765667,1.42608720669523,32.7217383799143,"1","7","2","2","7",3.71304360334761,5.42608720669523,15963.6173435212,"1"
"1977","Graduation","Married",53523.2617188792,"1","1","9",62.0252173759509,7.81031058751978,53.1008695038036,11.4681987336371,13.1392546605784,22.4177639817353,"1","3","1","3","8",3.27850932115689,3.13925466057844,16045.8509321157,"1"
"1962","Master","Together",60836.9567312538,"0","1","31",702.966084216721,73.2032237485982,285.443658711156,29.302873226814,31.7758935675956,33.2406447497196,"1","2","9","4","5",3.35269796592183,4.35269796592183,15568.5021721832,"1"
"1965","Graduation","Divorced",48212.8916681726,"0","0","20",162.019866147311,12.7697204272263,112.705497384071,9.63278693566099,5.35062684072182,29.1120541561395,"1","7","1","8","3",3.89315332542174,2.32054002373479,15737.5259402611,"1"
"1973","Master","Single",50043.2910526167,"0","0","20",244.091969090747,18.8128634078894,142.130636953749,31.3544385340065,26.3376081960741,43.9306757734157,"4","3","3","4","6",3.71188138029538,2.57623723940924,15711.8148662827,"1"
"1973","Graduation","Divorced",37594.1327402554,"1","1","87",32.7142591746524,0.699247072683647,18.2556237326935,3.53383528487757,1.76691764243878,22.5639059331734,"2","4","1","2","5",4.53383528487757,1.23308235756122,16073.1129855418,"1"
"1975","PhD","Together",53399.1241469178,"1","0","30",423.04837916838,34.2848029485904,157.032657593256,11.9820763634052,18.6191995085683,39.8860788205639,"3","4","1","2","6",4.67616009828635,5.67616009828635,15937.6054531704,"1"
"1975","PhD","Together",65239.1693686985,"0","1","86",832.807090964634,11.1579700054135,280.351554240566,15.0960770661477,22.315940010827,23.5293276410084,"4","3","6","2","2",4.65635117678903,4.65635117678903,15732.7750918437,"1"
"1991","Graduation","Single",70989.6811689166,"1","0","20",342.702137865592,30.7396085183136,100.987939749379,20.7570539438166,13.9073876976036,20.566444164142,"4","3","7","4","6",3.3583889589645,3.28322208207101,15735.9248331231,"1"
"1953","Graduation","Single",69267,"0","0","31",778,44,499,95,73,146,"2","3","4","5","7",3,4,15605,"1"
"1986","PhD","Widow",23812.4531378029,"1","0","36",39.4195848773234,7.32525991275907,12.7318348037079,2.7318348037079,1.91868502181023,25.9022477944382,"3","11","1","8","5",3.08131497818977,3.12197246728465,15636.1384096947,"1"
"1970","Graduation","Divorced",36232.1093937655,"1","1","1",3.05150868860073,2.94849131139927,13.8969826227985,14.5879304911941,20.1758609823883,10.8241390176117,"2","2","2","2","9",2.89698262279853,2.94849131139927,15710.1633649212,"1"
"1950","PhD","Married",56977.5301204119,"0","1","18",288.142368122935,126.296613253653,550.940265053883,30.6720346473157,11.4127119965851,118.092798614874,"1","11","1","7","9",3.19576266780496,2.09788133390248,15820.1936492007,"1"
"1956","PhD","Married",65412.9263715851,"0","0","12",891.982516901102,10.8680815263651,214.193209760822,0.0565364887006581,0.188454962335527,23.1319184736349,"3","3","1","2","7",4.98115450376645,3.03769099246711,15771.7502537505,"1"
"1952","Graduation","Together",57535.9579067153,"1","0","2",531.317873639055,36.2263341697399,173.005929643288,0,15.2254870778415,16.674767049728,"2","8","4","7","6",4.15004235459492,4.57502117729746,15754.7827193253,"1"
"1973","Basic","Together",36103.7122234944,"0","0","53",198.453725600615,5.33613784238696,38.3557358020917,16.6918736444786,0.448183789849281,87.6834601173177,"4","3","2","3","8",2.97198851313442,4.02801148686558,15559.8178749299,"1"
"1975","Graduation","Married",79205,"0","0","73",504,23,117,179,28,44,"1","6","5","4","4",3,3,15581,"1"
"1979","Master","Together",22526.3356617254,"1","0","10",68.4884447748773,15.508760639932,40.4905407137703,12.7091798277106,3.67273997538723,9.61808019690216,"3","5","2","3","6",3.67273997538723,4.32726002461277,16023.5332683828,"1"
"1969","Master","Widow",67369,"0","1","81",1298,0,70,37,14,42,"4","7","4","10","4",4,6,15661,"1"
"1971","Master","Together",46614.6612751279,"1","0","75",449.2580381874,7.31847820989788,193.421954309568,28.0471736174077,43.1389126051217,38.3197823334485,"4","1","1","7","8",3.86369564197958,4.72739128395915,15573.0721771345,"1"
"1968","Master","Married",42323.3179227808,"1","0","48",266.0051502157,9.24018884124234,44.840875536669,3.36006866954267,2.520051502157,91.0017167385668,"3","7","3","2","8",4.15998283261433,4.68003433477134,15964.2431931337,"1"
"1977","Master","Single",75879.7652898261,"0","0","47",755.595135803567,16.2775865164585,450.403172768885,59.2491393240634,22.1356324590743,36.8454027459957,"4","2","7","5","3",3.57097702869214,3.57097702869214,16004.8675283401,"1"
"1972","Graduation","Together",39921.4066054765,"0","0","82",118.039983868599,0,17.8578568547964,1.39339264109731,0,5.5355357863009,"2","1","2","2","7",3.4644642136991,4.5355357863009,15858.1742053945,"1"
"1975","Graduation","Married",43200.0853616837,"0","0","14",40.1878609294072,0.934007726144046,22.9526331867091,4.67003863072023,6.53805408300832,27.9052663734183,"4","2","2","2","9",3.68866409128532,3.68866409128532,15612.9643554026,"1"
"1973","PhD","Single",43712.6829064619,"0","0","8",272.182453752495,2.51159268384799,45.6043341546319,3.83719756128266,2.83719756128266,36.7903219610453,"5","7","1","6","8",4.67439512256533,4.16280243871734,15711.0987998489,"1"
"1949","Master","Widow",47570,"1","1","3",67,1,20,0,2,31,"3","2","2","2","7",4,6,15854,"1"
"1956","PhD","Together",31710.5963326639,"0","0","30",200.911153671565,13.378797915997,73.6862597628497,29.3385076306295,17.4445180506445,42.8233159666415,"2","9","1","2","9",4.20706736133434,4.58586527733132,15830.6416784546,"1"
"1956","PhD","Widow",36748.3568158299,"1","1","38",52.1146095097065,15.2716411799192,100.09071546793,33.9480611681938,16.4047788083553,45.4567176401615,"3","6","1","9","9",4.25432823598385,5.25432823598385,15789.7761469036,"1"
"1962","Graduation","Divorced",81823.6779290847,"1","0","88",646.812948044157,74.0084961198736,364.079281861195,111.283280283911,1.57223990536295,10.7422080757096,"1","4","6","5","9",4.79036801261827,2.10481599369086,15760.3002725237,"1"
"1979","Master","Divorced",25843.5945648183,"1","0","1",29.970006897347,11.569674464874,55.1539936000481,12.5519601081032,3.34718936216086,26.2579138162546,"2","7","1","8","5",3.83679734054022,3.67359468108043,16098.1938995242,"1"
"1971","2n Cycle","Married",38050.8238623664,"0","0","1",76.6358497496694,3,43.897146012634,2.92077886220068,1.55246731732041,28.237663413398,"3","1","0","3","8",2.63168845511973,2.18415577244014,15621.2119499166,"1"
"1982","Graduation","Single",31344.0579445045,"1","1","3",87.1346439570189,17.3814086690545,18.5052109127864,2.13401412544772,5.84535216726363,32.5773239163682,"2","3","1","6","7",1.57732391636819,4,15821.7847107085,"1"
"1969","Graduation","Single",49972.7893249481,"1","1","10",318.492871342227,21.2592531754635,87.0598150203004,24.9145265049301,11.4472901714034,126.06838348927,"3","6","4","4","6",3.46723633352667,3.23361816676334,15808.5869133063,"1"
"1972","PhD","Married",80341.3180844302,"0","1","24",353.617679727264,3.59655999485403,448.530100045027,4.79541332647204,91.8326800488867,56.1180600270163,"5","7","6","8","6",4.2997133329045,3.59942666580901,15594.5764932982,"1"
"1959","Master","Single",85122.2085401854,"0","1","30",916.410192779731,96.6839027919341,653.915225608274,38.5300184597727,76.9914232972078,55.6410192779731,"1","10","2","7","3",4.7863269073423,3.7863269073423,15807.3927912151,"1"
"1949","Graduation","Widow",30555.0274772607,"0","1","35",98.9954488966614,0.807484342250973,60.7272338182665,14.0748434225097,9.68981210701168,75.1817014547996,"4","2","2","3","6",3.38503131549805,3.57754697324708,15653.4075157195,"1"
"1989","PhD","Together",77845,"0","0","40",760,40,480,0,40,26,"1","3","5","12","1",5,5,16206,"0"
"1974","PhD","Married",43565.1781106635,"0","1","1",201.260634336155,3.6730344153475,14.70336957369,3.148315213155,8.39550723508,14.3764039890375,"3","7","1","7","6",4.4752807978075,4.049438404385,15914.0741126309,"1"
"1973","PhD","Together",27136.059680419,"0","0","7",173.637298956513,10.7503638546914,18.9410052448511,6,10.1179895102978,28.0302250869572,"4","9","2","5","8",3.10287696681917,4.26474868878722,15485.508563159,"1"
"1949","Graduation","Widow",44873.3920019353,"1","1","75",298.106117922347,0,41.6299093719572,5.5524924476631,1.11876888084225,30.6436933574732,"3","7","1","3","9",4.5524924476631,5.77624622383155,15899.3638596854,"1"
"1977","PhD","Married",47148.0815586699,"1","0","56",542.15084093716,7.14948272146285,79.9731719233096,0,0.485051727853715,16.7242240821943,"1","6","4","8","5",4.51494827214628,3.48505172785372,15607.9463438466,"1"
"1979","PhD","Married",45645.7242830717,"1","0","98",304.620494701434,0.359022105345502,21.4868452625815,3.84586736792699,1.07706631603651,7.23119894810952,"6","4","1","2","8",4.281955789309,2.3590221053455,15765.6330495484,"1"
"1953","Graduation","Single",58714.2366042109,"1","0","81",486.141479502665,23.9377121753059,281.658548565814,52.487056752434,39.0851801058743,85.3354630062822,"2","4","4","5","7",3.47767351963557,4.47767351963557,15622.1962467069,"1"
"1952","PhD","Married",58617.364465612,"1","1","60",613.499398397282,1.23015979118645,181.856990069151,19.5515644894913,35.4880490833893,18.8452396867797,"6","5","3","4","8",4.38492010440677,4.23015979118645,15776.7777629234,"1"
"1982","Graduation","Widow",53238.114504911,"0","1","38",145.723941190401,15.1233498496003,152.317244736012,21.7694582080003,8.39940865919925,36.7077832832001,"3","7","4","9","9",3.70778328320011,4.70778328320011,15581.9412817792,"1"
"1952","PhD","Single",54250.2044750266,"0","0","32",574.788779148366,46.9179487400688,302.782482997049,17.6487433398142,14.6742320409976,24.7280020215549,"3","10","4","8","9",3.84986037109047,4.42493018554524,15735.2206650786,"1"
"1969","PhD","Single",51966.6773494405,"1","1","73",204.056048726197,42.7784176126588,139.643267811975,35.0670505675953,28.5767415771261,30.2210580545943,"4","6","1","13","4",3.86537453206256,3.43268726603128,15834.5405992027,"1"
"1982","Graduation","Married",54075.3798911967,"0","1","23",279.7186076988,6.57984585338272,135.738436512882,9.39977979054675,2.81993393716402,13.1007707330864,"7","5","4","13","7",3.93997797905467,2.06002202094533,15956.1629948486,"1"
"1959","Master","Married",65769.2382755131,"0","0","36",691.390381898731,34.3784042932093,297.301050491631,6.20748110115528,64.7219458706677,51.1717707887292,"3","7","7","3","9",3.68962594494224,3.31037405505776,15825.5059888028,"1"
"1984","Master","Single",53383.6382875335,"0","0","55",570.890905687585,9.1343078603968,270.975375332404,11.4148925766349,8.84773864643648,11.140292358119,"1","1","0","5","8",4.71343078603968,4.71343078603968,15600.4175414871,"1"
"1957","Graduation","Divorced",50454.0461544581,"0","1","54",169.877872999758,8.1346031576395,223.762317206711,10.6749841049314,23.743269842118,36.3788571581244,"7","5","2","5","2",3.51346031576395,2.25673015788198,15650.9231747389,"1"
"1969","Graduation","Single",40427.8116771469,"1","1","12",41.1122880303301,6.71460749441758,13.2808875837363,7.56965878070332,13.7168599553406,22.9876114649232,"2","5","0","3","6",3.85730374720879,4.85730374720879,15684.165220862,"1"
"1965","PhD","Together",52423.7341896147,"1","0","24",557.50187754631,39.19615714252,185.449465304613,1.13351632654667,15.9318693876266,10.1108061224222,"4","8","1","7","6",4.24432244896889,4.24432244896889,15657.3735918403,"1"
"1948","PhD","Widow",69372.9274358116,"1","0","36",778.746334182099,11.4911663588136,402.536737723276,108.863681294024,18.0959645882249,97.6894193999469,"3","3","7","6","3",4.39520177058876,4.81439468823373,15626.3295521941,"1"
"1982","Graduation","Married",65824.9700083327,"1","0","10",699.082212231588,21.2449155221693,392.451558420667,100.217798307072,23.5759890875779,77.4762724367902,"7","5","1","7","4",3.20861580432393,2.79138419567607,15667.8499947307,"1"
"1987","Master","Together",40966.8974085627,"1","0","52",71.6154655176215,35.9202285031788,124.434494763147,45.2142776083201,34.4654711917974,20.4119017897174,"4","5","2","11","7",4.33690462680534,4.66309537319466,15708.4570877366,"1"
"1957","Graduation","Single",50388,"0","1","3",292,6,37,0,3,34,"4","6","1","6","7",3,4,16218,"1"
"1952","Graduation","Divorced",32645.3948051296,"0","0","2",28.9456689837389,15.605071560014,45.5289981598035,23.6268139439635,6.85869944794104,40.1159427519888,"2","2","1","3","9",3.55797137599438,3.44202862400562,15651.373186056,"1"
"1974","Master","Together",43192.1190492888,"0","0","11",294.338701466098,10.2790857204236,49.6575792492367,3.73784935288131,2.80338701466098,100.446233822033,"1","1","0","4","8",4.06553766177967,4.86892467644066,15981.809994909,"1"
"1970","Graduation","Married",44535.9705258135,"0","1","29",275.161316186655,5.1429463182576,45.254904581001,6.44908150658011,5.75521669490263,38.9386481167749,"5","7","1","6","8",4.69386481167749,3.84693240583874,15610.9481451649,"1"
"1949","Graduation","Together",26842.7248691556,"0","0","39",99.8330226419494,0,28.5274520423263,3.69093150529079,1.53937899647281,15.5274520423263,"3","7","1","2","8",3.46062100352719,5.2303105017636,16104.1145388554,"1"
"1963","Graduation","Divorced",43204.1132251965,"0","0","50",77.1854277858511,6.80558154848404,57.4815507959574,6.38883690303192,2.87038769898936,20.0089906656649,"4","3","1","4","6",3.93519384949468,2.12961230101064,15724.9271389293,"1"
"1986","Graduation","Single",42188.1144128917,"0","1","62",403.393811699934,8.42986739357002,20.3638055105694,11.2398231914267,0,3.94207956385799,"3","11","2","8","9",4.12398231914267,5.12398231914267,15646.7936729041,"1"
"1973","Graduation","Single",47197.9156832744,"0","1","10",107.234630498337,1.37088188715279,84.8722965465859,8.80804919986986,1.43269553501159,79.2472545914352,"1","6","1","3","8",4.9690931760706,3.9845465880353,16151.253368828,"1"
"1986","PhD","Married",53818.123083835,"1","0","15",677.808555366704,10.7184026252944,169.565251550637,0.563194749411196,0.844792124116793,34.5454923629295,"2","5","3","5","5",4.7184026252944,3.2815973747056,15749.6961706441,"1"
"1963","PhD","Single",43479.8126359265,"0","0","50",69.8428592244163,3.42900426592678,56.2809530748054,6.29004265926778,1,33.0121194459498,"1","3","1","4","7",4.14199146814644,3.42900426592678,15613.4138549585,"1"
"1986","PhD","Single",41337.2853713119,"0","1","55",430.865265769185,10.9644592567347,204.653547732858,8.75121479714289,7.34006665530615,38.9240593248978,"4","5","6","2","10",4.48222962836735,4.48222962836735,15678.4062889533,"1"
"1979","Graduation","Together",17577.7076483215,"0","1","8",11.0624423683621,7.9941625748761,33.534139896743,16.1890964130871,4.9161890395917,9.4951531291008,"1","6","9","3","5",3.9805066161789,4.0194933838211,16172.4638789948,"1"
"1949","Graduation","Single",52310.0806466092,"1","1","74",254.110908562317,26.6341944730375,156.590963250492,0,5.1808854455594,32.4968872684985,"1","7","5","2","7",3.81288909143768,5.62577818287537,15882.62796901,"1"
"1976","Graduation","Married",83562.3200558163,"1","0","40",484.107958889799,38.7990053894464,590.484786775662,50.6234641748015,118.240198922111,66.1316559109837,"1","5","5","8","9",3.63048566295765,3.36951433704235,15612.1246344228,"1"
"1968","Graduation","Together",40554.7923699245,"1","1","35",43.2460807189345,19.4568061400205,26.5042291507125,2.33427314460278,6.70751099847257,26.8356828615069,"1","2","4","7","6",3.95821585692465,4.04178414307535,15736.5211457536,"1"
"1973","Basic","Together",38030.5957512164,"1","1","32",39.7814259917941,4.41708465339616,36.2839339121711,7.9145767330192,8.12311905971728,34.6583069320768,"1","1","0","2","9",2.79145767330192,4.20854232669808,15875.8065051956,"1"
"1989","Graduation","Together",34386.4128631547,"0","0","0",184.174058592878,13.1075639838818,40.7761288934853,6.95058957743458,1.73546160967089,76.229565835325,"2","7","3","4","7",3.57848720322363,4.57848720322363,16117.0817366587,"1"
"1947","Master","Single",91712,"0","0","47",1276,24,746,94,29,48,"0","9","7","11","3",4,4,15995,"1"
"1981","Graduation","Single",67472.7188127497,"0","0","55",828.162379399408,11.568003394641,335.431559763849,54.1684826691635,30.5472972127609,44.5562336966395,"2","4","5","6","7",3.65976460603997,4.65976460603997,16098.1920220652,"1"
"1952","PhD","Single",64819.5323011626,"1","1","0",375.68493902008,70.2186103886925,379.363217765233,68.5059613548219,17.4138413048349,90.6496368378866,"1","3","1","2","7",4.71264903387055,5.71264903387055,15944.8382074791,"1"
"1953","Master","Married",54348,"1","1","51",70,0,16,0,0,4,"2","2","0","4","6",4,3,16288,"0"
